"","Site","Well","Signal","Value","Experiment","Leaf"
"28319","3;4","H12","mScarlet",284,"Null_YFP","Set6_Leaf_F"
"28320","3;4","H12","YB_Ratio",5.792254,"Null_YFP","Set6_Leaf_F"
"28321","4;2","A1","yfp",2463,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_A"
"28322","4;2","A1","mTurquoise",80,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_A"
"28323","4;2","A1","mScarlet",401,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_A"
"28324","4;2","A1","YB_Ratio",30.7875,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_A"
"28325","4;2","A2","yfp",2375,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_A"
"28326","4;2","A2","mTurquoise",60,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_A"
"28327","4;2","A2","mScarlet",413,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_A"
"28328","4;2","A2","YB_Ratio",39.58333,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_A"
"28329","4;2","A3","yfp",2579,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_B"
"28330","4;2","A3","mTurquoise",235,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_B"
"28331","4;2","A3","mScarlet",309,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_B"
"28332","4;2","A3","YB_Ratio",10.97447,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_B"
"28333","4;2","A4","yfp",2549,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_B"
"28334","4;2","A4","mTurquoise",72,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_B"
"28335","4;2","A4","mScarlet",351,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_B"
"28336","4;2","A4","YB_Ratio",35.40278,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_B"
"28337","4;2","A5","yfp",2700,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_C"
"28338","4;2","A5","mTurquoise",54,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_C"
"28339","4;2","A5","mScarlet",418,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_C"
"28340","4;2","A5","YB_Ratio",50,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_C"
"28341","4;2","A6","yfp",2476,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_C"
"28342","4;2","A6","mTurquoise",69,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_C"
"28343","4;2","A6","mScarlet",488,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_C"
"28344","4;2","A6","YB_Ratio",35.88406,"AT3G18480(r3,r6)+gRNA_r5","Set6_Leaf_C"
"28345","4;2","A7","yfp",2296,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_D"
"28346","4;2","A7","mTurquoise",46,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_D"
"28347","4;2","A7","mScarlet",388,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_D"
"28348","4;2","A7","YB_Ratio",49.91304,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_D"
"28349","4;2","A8","yfp",2092,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_D"
"28350","4;2","A8","mTurquoise",36,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_D"
"28351","4;2","A8","mScarlet",322,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_D"
"28352","4;2","A8","YB_Ratio",58.11111,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_D"
"28353","4;2","A9","yfp",1420,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_E"
"28354","4;2","A9","mTurquoise",30,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_E"
"28355","4;2","A9","mScarlet",272,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_E"
"28356","4;2","A9","YB_Ratio",47.33333,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_E"
"28357","4;2","A10","yfp",2260,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_E"
"28358","4;2","A10","mTurquoise",42,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_E"
"28359","4;2","A10","mScarlet",386,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_E"
"28360","4;2","A10","YB_Ratio",53.80952,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_E"
"28361","4;2","A11","yfp",2140,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_F"
"28362","4;2","A11","mTurquoise",52,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_F"
"28363","4;2","A11","mScarlet",364,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_F"
"28364","4;2","A11","YB_Ratio",41.15385,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_F"
"28365","4;2","A12","yfp",2033,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_F"
"28366","4;2","A12","mTurquoise",58,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_F"
"28367","4;2","A12","mScarlet",338,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_F"
"28368","4;2","A12","YB_Ratio",35.05172,"AT3G08530(r7,r5)+gRNA_B+gRNA_E","Set6_Leaf_F"
"28369","4;2","B1","yfp",2445,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_A"
"28370","4;2","B1","mTurquoise",82,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_A"
"28371","4;2","B1","mScarlet",313,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_A"
"28372","4;2","B1","YB_Ratio",29.81707,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_A"
"28373","4;2","B2","yfp",2468,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_A"
"28374","4;2","B2","mTurquoise",49,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_A"
"28375","4;2","B2","mScarlet",306,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_A"
"28376","4;2","B2","YB_Ratio",50.36735,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_A"
"28377","4;2","B3","yfp",3189,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_B"
"28378","4;2","B3","mTurquoise",360,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_B"
"28379","4;2","B3","mScarlet",280,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_B"
"28380","4;2","B3","YB_Ratio",8.858333,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_B"
"28381","4;2","B4","yfp",2932,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_B"
"28382","4;2","B4","mTurquoise",297,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_B"
"28383","4;2","B4","mScarlet",303,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_B"
"28384","4;2","B4","YB_Ratio",9.872054,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_B"
"28385","4;2","B5","yfp",2658,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_C"
"28386","4;2","B5","mTurquoise",76,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_C"
"28387","4;2","B5","mScarlet",410,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_C"
"28388","4;2","B5","YB_Ratio",34.97368,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_C"
"28389","4;2","B6","yfp",2667,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_C"
"28390","4;2","B6","mTurquoise",75,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_C"
"28391","4;2","B6","mScarlet",420,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_C"
"28392","4;2","B6","YB_Ratio",35.56,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r5","Set6_Leaf_C"
"28393","4;2","B7","yfp",2607,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_D"
"28394","4;2","B7","mTurquoise",58,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_D"
"28395","4;2","B7","mScarlet",373,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_D"
"28396","4;2","B7","YB_Ratio",44.94828,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_D"
"28397","4;2","B8","yfp",2514,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_D"
"28398","4;2","B8","mTurquoise",62,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_D"
"28399","4;2","B8","mScarlet",387,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_D"
"28400","4;2","B8","YB_Ratio",40.54839,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_D"
"28401","4;2","B9","yfp",2085,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_E"
"28402","4;2","B9","mTurquoise",45,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_E"
"28403","4;2","B9","mScarlet",357,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_E"
"28404","4;2","B9","YB_Ratio",46.33333,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_E"
"28405","4;2","B10","yfp",1925,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_E"
"28406","4;2","B10","mTurquoise",65,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_E"
"28407","4;2","B10","mScarlet",387,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_E"
"28408","4;2","B10","YB_Ratio",29.61538,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_E"
"28409","4;2","B11","yfp",2164,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_F"
"28410","4;2","B11","mTurquoise",52,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_F"
"28411","4;2","B11","mScarlet",325,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_F"
"28412","4;2","B11","YB_Ratio",41.61538,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_F"
"28413","4;2","B12","yfp",2509,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_F"
"28414","4;2","B12","mTurquoise",65,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_F"
"28415","4;2","B12","mScarlet",367,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_F"
"28416","4;2","B12","YB_Ratio",38.6,"AT3G08530(r7,r5)+gRNA_r7+gRNA_E","Set6_Leaf_F"
"28417","4;2","C1","yfp",2331,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_A"
"28418","4;2","C1","mTurquoise",76,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_A"
"28419","4;2","C1","mScarlet",364,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_A"
"28420","4;2","C1","YB_Ratio",30.67105,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_A"
"28421","4;2","C2","yfp",2601,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_A"
"28422","4;2","C2","mTurquoise",66,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_A"
"28423","4;2","C2","mScarlet",325,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_A"
"28424","4;2","C2","YB_Ratio",39.40909,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_A"
"28425","4;2","C3","yfp",2569,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_B"
"28426","4;2","C3","mTurquoise",144,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_B"
"28427","4;2","C3","mScarlet",275,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_B"
"28428","4;2","C3","YB_Ratio",17.84028,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_B"
"28429","4;2","C4","yfp",3702,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_B"
"28430","4;2","C4","mTurquoise",304,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_B"
"28431","4;2","C4","mScarlet",466,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_B"
"28432","4;2","C4","YB_Ratio",12.17763,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_B"
"28433","4;2","C5","yfp",2948,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_C"
"28434","4;2","C5","mTurquoise",113,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_C"
"28435","4;2","C5","mScarlet",381,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_C"
"28436","4;2","C5","YB_Ratio",26.0885,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_C"
"28437","4;2","C6","yfp",2611,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_C"
"28438","4;2","C6","mTurquoise",88,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_C"
"28439","4;2","C6","mScarlet",389,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_C"
"28440","4;2","C6","YB_Ratio",29.67045,"AT3G18480(r3,r6)+gRNA_r6+gRNA_r5","Set6_Leaf_C"
"28441","4;2","C7","yfp",2388,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_D"
"28442","4;2","C7","mTurquoise",60,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_D"
"28443","4;2","C7","mScarlet",358,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_D"
"28444","4;2","C7","YB_Ratio",39.8,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_D"
"28445","4;2","C8","yfp",2709,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_D"
"28446","4;2","C8","mTurquoise",67,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_D"
"28447","4;2","C8","mScarlet",409,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_D"
"28448","4;2","C8","YB_Ratio",40.43284,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_D"
"28449","4;2","C9","yfp",2486,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_E"
"28450","4;2","C9","mTurquoise",46,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_E"
"28451","4;2","C9","mScarlet",382,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_E"
"28452","4;2","C9","YB_Ratio",54.04348,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_E"
"28453","4;2","C10","yfp",2039,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_E"
"28454","4;2","C10","mTurquoise",50,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_E"
"28455","4;2","C10","mScarlet",392,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_E"
"28456","4;2","C10","YB_Ratio",40.78,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_E"
"28457","4;2","C11","yfp",2377,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_F"
"28458","4;2","C11","mTurquoise",50,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_F"
"28459","4;2","C11","mScarlet",355,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_F"
"28460","4;2","C11","YB_Ratio",47.54,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_F"
"28461","4;2","C12","yfp",2323,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_F"
"28462","4;2","C12","mTurquoise",62,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_F"
"28463","4;2","C12","mScarlet",363,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_F"
"28464","4;2","C12","YB_Ratio",37.46774,"AT3G08530(r7,r5)+gRNA_r5+gRNA_E","Set6_Leaf_F"
"28465","4;2","D1","yfp",2355,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_A"
"28466","4;2","D1","mTurquoise",46,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_A"
"28467","4;2","D1","mScarlet",310,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_A"
"28468","4;2","D1","YB_Ratio",51.19565,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_A"
"28469","4;2","D2","yfp",2190,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_A"
"28470","4;2","D2","mTurquoise",55,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_A"
"28471","4;2","D2","mScarlet",315,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_A"
"28472","4;2","D2","YB_Ratio",39.81818,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_A"
"28473","4;2","D3","yfp",3418,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_B"
"28474","4;2","D3","mTurquoise",333,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_B"
"28475","4;2","D3","mScarlet",307,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_B"
"28476","4;2","D3","YB_Ratio",10.26426,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_B"
"28477","4;2","D4","yfp",2921,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_B"
"28478","4;2","D4","mTurquoise",275,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_B"
"28479","4;2","D4","mScarlet",270,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_B"
"28480","4;2","D4","YB_Ratio",10.62182,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_B"
"28481","4;2","D5","yfp",2604,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_C"
"28482","4;2","D5","mTurquoise",95,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_C"
"28483","4;2","D5","mScarlet",348,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_C"
"28484","4;2","D5","YB_Ratio",27.41053,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_C"
"28485","4;2","D6","yfp",2694,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_C"
"28486","4;2","D6","mTurquoise",88,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_C"
"28487","4;2","D6","mScarlet",354,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_C"
"28488","4;2","D6","YB_Ratio",30.61364,"AT3G18480(r3,r6)+gRNA_r3+gRNA_r6","Set6_Leaf_C"
"28489","4;2","D7","yfp",2947,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_D"
"28490","4;2","D7","mTurquoise",106,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_D"
"28491","4;2","D7","mScarlet",376,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_D"
"28492","4;2","D7","YB_Ratio",27.80189,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_D"
"28493","4;2","D8","yfp",2343,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_D"
"28494","4;2","D8","mTurquoise",53,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_D"
"28495","4;2","D8","mScarlet",321,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_D"
"28496","4;2","D8","YB_Ratio",44.20755,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_D"
"28497","4;2","D9","yfp",1978,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_E"
"28498","4;2","D9","mTurquoise",39,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_E"
"28499","4;2","D9","mScarlet",261,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_E"
"28500","4;2","D9","YB_Ratio",50.71795,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_E"
"28501","4;2","D10","yfp",1991,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_E"
"28502","4;2","D10","mTurquoise",45,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_E"
"28503","4;2","D10","mScarlet",383,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_E"
"28504","4;2","D10","YB_Ratio",44.24444,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_E"
"28505","4;2","D11","yfp",2513,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_F"
"28506","4;2","D11","mTurquoise",70,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_F"
"28507","4;2","D11","mScarlet",355,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_F"
"28508","4;2","D11","YB_Ratio",35.9,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_F"
"28509","4;2","D12","yfp",2874,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_F"
"28510","4;2","D12","mTurquoise",94,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_F"
"28511","4;2","D12","mScarlet",424,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_F"
"28512","4;2","D12","YB_Ratio",30.57447,"AT3G08530(r7,r5)+gRNA_r7+gRNA_5","Set6_Leaf_F"
"28513","4;2","E1","yfp",5102,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_A"
"28514","4;2","E1","mTurquoise",77,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_A"
"28515","4;2","E1","mScarlet",443,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_A"
"28516","4;2","E1","YB_Ratio",66.25974,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_A"
"28517","4;2","E2","yfp",5440,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_A"
"28518","4;2","E2","mTurquoise",137,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_A"
"28519","4;2","E2","mScarlet",340,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_A"
"28520","4;2","E2","YB_Ratio",39.70803,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_A"
"28521","4;2","E3","yfp",5531,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_B"
"28522","4;2","E3","mTurquoise",329,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_B"
"28523","4;2","E3","mScarlet",585,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_B"
"28524","4;2","E3","YB_Ratio",16.81155,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_B"
"28525","4;2","E4","yfp",4741,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_B"
"28526","4;2","E4","mTurquoise",338,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_B"
"28527","4;2","E4","mScarlet",366,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_B"
"28528","4;2","E4","YB_Ratio",14.02663,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_B"
"28529","4;2","E5","yfp",5113,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_C"
"28530","4;2","E5","mTurquoise",78,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_C"
"28531","4;2","E5","mScarlet",358,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_C"
"28532","4;2","E5","YB_Ratio",65.55128,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_C"
"28533","4;2","E6","yfp",5362,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_C"
"28534","4;2","E6","mTurquoise",55,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_C"
"28535","4;2","E6","mScarlet",359,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_C"
"28536","4;2","E6","YB_Ratio",97.49091,"AT2G26780(A,B)+gRNA_r3","Set6_Leaf_C"
"28537","4;2","E7","yfp",12134,"AT1G64550(E,A)+gRNA_r6","Set6_Leaf_D"
"28538","4;2","E7","mTurquoise",216,"AT1G64550(E,A)+gRNA_r6","Set6_Leaf_D"
"28539","4;2","E7","mScarlet",347,"AT1G64550(E,A)+gRNA_r6","Set6_Leaf_D"
"28540","4;2","E7","YB_Ratio",56.17593,"AT1G64550(E,A)+gRNA_r6","Set6_Leaf_D"
"28541","4;2","E8","yfp",9463,"AT1G64550(E,A)+gRNA_r6","Set6_Leaf_D"
"28542","4;2","E8","mTurquoise",264,"AT1G64550(E,A)+gRNA_r6","Set6_Leaf_D"
"28543","4;2","E8","mScarlet",381,"AT1G64550(E,A)+gRNA_r6","Set6_Leaf_D"
"28544","4;2","E8","YB_Ratio",35.8447,"AT1G64550(E,A)+gRNA_r6","Set6_Leaf_D"
"28545","4;2","E9","yfp",23740,"AT1G64550(E,A)+gRNA_r6","Set6_Leaf_E"
"28546","4;2","E9","mTurquoise",100,"AT1G64550(E,A)+gRNA_r6","Set6_Leaf_E"
"28547","4;2","E9","mScarlet",340,"AT1G64550(E,A)+gRNA_r6","Set6_Leaf_E"
"28548","4;2","E9","YB_Ratio",237.4,"AT1G64550(E,A)+gRNA_r6","Set6_Leaf_E"
"28549","4;2","E10","yfp",25140,"AT1G64550(E,A)+gRNA_r6","Set6_Leaf_E"
"28550","4;2","E10","mTurquoise",153,"AT1G64550(E,A)+gRNA_r6","Set6_Leaf_E"
