"","Site","Well","Signal","Value","Experiment","Leaf"
"11172","2;2","E9","YB_Ratio",40.58879,"AT1G64550","Set4_Leaf_K"
"11173","2;2","E10","yfp",4343,"AT1G64550","Set4_Leaf_K"
"11174","2;2","E10","mTurquoise",161,"AT1G64550","Set4_Leaf_K"
"11175","2;2","E10","mScarlet",658,"AT1G64550","Set4_Leaf_K"
"11176","2;2","E10","YB_Ratio",26.97516,"AT1G64550","Set4_Leaf_K"
"11177","2;2","E11","yfp",4018,"AT1G64550","Set4_Leaf_L"
"11178","2;2","E11","mTurquoise",87,"AT1G64550","Set4_Leaf_L"
"11179","2;2","E11","mScarlet",550,"AT1G64550","Set4_Leaf_L"
"11180","2;2","E11","YB_Ratio",46.18391,"AT1G64550","Set4_Leaf_L"
"11181","2;2","E12","yfp",4348,"AT1G64550","Set4_Leaf_L"
"11182","2;2","E12","mTurquoise",84,"AT1G64550","Set4_Leaf_L"
"11183","2;2","E12","mScarlet",383,"AT1G64550","Set4_Leaf_L"
"11184","2;2","E12","YB_Ratio",51.7619,"AT1G64550","Set4_Leaf_L"
"11185","2;2","F1","yfp",3967,"AT2G29080","Set4_Leaf_D"
"11186","2;2","F1","mTurquoise",149,"AT2G29080","Set4_Leaf_D"
"11187","2;2","F1","mScarlet",723,"AT2G29080","Set4_Leaf_D"
"11188","2;2","F1","YB_Ratio",26.62416,"AT2G29080","Set4_Leaf_D"
"11189","2;2","F2","yfp",3583,"AT2G29080","Set4_Leaf_D"
"11190","2;2","F2","mTurquoise",132,"AT2G29080","Set4_Leaf_D"
"11191","2;2","F2","mScarlet",589,"AT2G29080","Set4_Leaf_D"
"11192","2;2","F2","YB_Ratio",27.14394,"AT2G29080","Set4_Leaf_D"
"11193","2;2","F3","yfp",2954,"AT2G29080","Set4_Leaf_E"
"11194","2;2","F3","mTurquoise",125,"AT2G29080","Set4_Leaf_E"
"11195","2;2","F3","mScarlet",369,"AT2G29080","Set4_Leaf_E"
"11196","2;2","F3","YB_Ratio",23.632,"AT2G29080","Set4_Leaf_E"
"11197","2;2","F4","yfp",2946,"AT2G29080","Set4_Leaf_E"
"11198","2;2","F4","mTurquoise",186,"AT2G29080","Set4_Leaf_E"
"11199","2;2","F4","mScarlet",291,"AT2G29080","Set4_Leaf_E"
"11200","2;2","F4","YB_Ratio",15.83871,"AT2G29080","Set4_Leaf_E"
"11201","2;2","F5","yfp",2425,"AT2G29080","Set4_Leaf_F"
"11202","2;2","F5","mTurquoise",60,"AT2G29080","Set4_Leaf_F"
"11203","2;2","F5","mScarlet",348,"AT2G29080","Set4_Leaf_F"
"11204","2;2","F5","YB_Ratio",40.41667,"AT2G29080","Set4_Leaf_F"
"11205","2;2","F6","yfp",2740,"AT2G29080","Set4_Leaf_F"
"11206","2;2","F6","mTurquoise",95,"AT2G29080","Set4_Leaf_F"
"11207","2;2","F6","mScarlet",413,"AT2G29080","Set4_Leaf_F"
"11208","2;2","F6","YB_Ratio",28.84211,"AT2G29080","Set4_Leaf_F"
"11209","2;2","F7","yfp",3295,"AT4G16845","Set4_Leaf_J"
"11210","2;2","F7","mTurquoise",167,"AT4G16845","Set4_Leaf_J"
"11211","2;2","F7","mScarlet",602,"AT4G16845","Set4_Leaf_J"
"11212","2;2","F7","YB_Ratio",19.73054,"AT4G16845","Set4_Leaf_J"
"11213","2;2","F8","yfp",3383,"AT4G16845","Set4_Leaf_J"
"11214","2;2","F8","mTurquoise",163,"AT4G16845","Set4_Leaf_J"
"11215","2;2","F8","mScarlet",460,"AT4G16845","Set4_Leaf_J"
"11216","2;2","F8","YB_Ratio",20.7546,"AT4G16845","Set4_Leaf_J"
"11217","2;2","F9","yfp",3587,"AT4G16845","Set4_Leaf_K"
"11218","2;2","F9","mTurquoise",151,"AT4G16845","Set4_Leaf_K"
"11219","2;2","F9","mScarlet",594,"AT4G16845","Set4_Leaf_K"
"11220","2;2","F9","YB_Ratio",23.75497,"AT4G16845","Set4_Leaf_K"
"11221","2;2","F10","yfp",3013,"AT4G16845","Set4_Leaf_K"
"11222","2;2","F10","mTurquoise",171,"AT4G16845","Set4_Leaf_K"
"11223","2;2","F10","mScarlet",431,"AT4G16845","Set4_Leaf_K"
"11224","2;2","F10","YB_Ratio",17.61988,"AT4G16845","Set4_Leaf_K"
"11225","2;2","F11","yfp",2788,"AT4G16845","Set4_Leaf_L"
"11226","2;2","F11","mTurquoise",88,"AT4G16845","Set4_Leaf_L"
"11227","2;2","F11","mScarlet",442,"AT4G16845","Set4_Leaf_L"
"11228","2;2","F11","YB_Ratio",31.68182,"AT4G16845","Set4_Leaf_L"
"11229","2;2","F12","yfp",2724,"AT4G16845","Set4_Leaf_L"
"11230","2;2","F12","mTurquoise",126,"AT4G16845","Set4_Leaf_L"
"11231","2;2","F12","mScarlet",455,"AT4G16845","Set4_Leaf_L"
"11232","2;2","F12","YB_Ratio",21.61905,"AT4G16845","Set4_Leaf_L"
"11233","2;2","G1","yfp",3089,"AT5G06140","Set4_Leaf_D"
"11234","2;2","G1","mTurquoise",338,"AT5G06140","Set4_Leaf_D"
"11235","2;2","G1","mScarlet",458,"AT5G06140","Set4_Leaf_D"
"11236","2;2","G1","YB_Ratio",9.139053,"AT5G06140","Set4_Leaf_D"
"11237","2;2","G2","yfp",2996,"AT5G06140","Set4_Leaf_D"
"11238","2;2","G2","mTurquoise",270,"AT5G06140","Set4_Leaf_D"
"11239","2;2","G2","mScarlet",432,"AT5G06140","Set4_Leaf_D"
"11240","2;2","G2","YB_Ratio",11.0963,"AT5G06140","Set4_Leaf_D"
"11241","2;2","G3","yfp",2521,"AT5G06140","Set4_Leaf_E"
"11242","2;2","G3","mTurquoise",202,"AT5G06140","Set4_Leaf_E"
"11243","2;2","G3","mScarlet",350,"AT5G06140","Set4_Leaf_E"
"11244","2;2","G3","YB_Ratio",12.4802,"AT5G06140","Set4_Leaf_E"
"11245","2;2","G4","yfp",2672,"AT5G06140","Set4_Leaf_E"
"11246","2;2","G4","mTurquoise",270,"AT5G06140","Set4_Leaf_E"
"11247","2;2","G4","mScarlet",366,"AT5G06140","Set4_Leaf_E"
"11248","2;2","G4","YB_Ratio",9.896296,"AT5G06140","Set4_Leaf_E"
"11249","2;2","G5","yfp",2531,"AT5G06140","Set4_Leaf_F"
"11250","2;2","G5","mTurquoise",157,"AT5G06140","Set4_Leaf_F"
"11251","2;2","G5","mScarlet",369,"AT5G06140","Set4_Leaf_F"
"11252","2;2","G5","YB_Ratio",16.12102,"AT5G06140","Set4_Leaf_F"
"11253","2;2","G6","yfp",2451,"AT5G06140","Set4_Leaf_F"
"11254","2;2","G6","mTurquoise",59,"AT5G06140","Set4_Leaf_F"
"11255","2;2","G6","mScarlet",339,"AT5G06140","Set4_Leaf_F"
"11256","2;2","G6","YB_Ratio",41.54237,"AT5G06140","Set4_Leaf_F"
"11257","2;2","G7","yfp",3335,"AT1G64550-4723","Set4_Leaf_J"
"11258","2;2","G7","mTurquoise",213,"AT1G64550-4723","Set4_Leaf_J"
"11259","2;2","G7","mScarlet",403,"AT1G64550-4723","Set4_Leaf_J"
"11260","2;2","G7","YB_Ratio",15.65728,"AT1G64550-4723","Set4_Leaf_J"
"11261","2;2","G8","yfp",3715,"AT1G64550-4723","Set4_Leaf_J"
"11262","2;2","G8","mTurquoise",274,"AT1G64550-4723","Set4_Leaf_J"
"11263","2;2","G8","mScarlet",450,"AT1G64550-4723","Set4_Leaf_J"
"11264","2;2","G8","YB_Ratio",13.55839,"AT1G64550-4723","Set4_Leaf_J"
"11265","2;2","G9","yfp",3514,"AT1G64550-4723","Set4_Leaf_K"
"11266","2;2","G9","mTurquoise",214,"AT1G64550-4723","Set4_Leaf_K"
"11267","2;2","G9","mScarlet",394,"AT1G64550-4723","Set4_Leaf_K"
"11268","2;2","G9","YB_Ratio",16.42056,"AT1G64550-4723","Set4_Leaf_K"
"11269","2;2","G10","yfp",3653,"AT1G64550-4723","Set4_Leaf_K"
"11270","2;2","G10","mTurquoise",192,"AT1G64550-4723","Set4_Leaf_K"
"11271","2;2","G10","mScarlet",459,"AT1G64550-4723","Set4_Leaf_K"
"11272","2;2","G10","YB_Ratio",19.02604,"AT1G64550-4723","Set4_Leaf_K"
"11273","2;2","G11","yfp",5234,"AT1G64550-4723","Set4_Leaf_L"
"11274","2;2","G11","mTurquoise",120,"AT1G64550-4723","Set4_Leaf_L"
"11275","2;2","G11","mScarlet",468,"AT1G64550-4723","Set4_Leaf_L"
"11276","2;2","G11","YB_Ratio",43.61667,"AT1G64550-4723","Set4_Leaf_L"
"11277","2;2","G12","yfp",5488,"AT1G64550-4723","Set4_Leaf_L"
"11278","2;2","G12","mTurquoise",115,"AT1G64550-4723","Set4_Leaf_L"
"11279","2;2","G12","mScarlet",439,"AT1G64550-4723","Set4_Leaf_L"
"11280","2;2","G12","YB_Ratio",47.72174,"AT1G64550-4723","Set4_Leaf_L"
"11281","2;2","H1","yfp",2256,"Null_YFP","Set4_Leaf_D"
"11282","2;2","H1","mTurquoise",336,"Null_YFP","Set4_Leaf_D"
"11283","2;2","H1","mScarlet",406,"Null_YFP","Set4_Leaf_D"
"11284","2;2","H1","YB_Ratio",6.714286,"Null_YFP","Set4_Leaf_D"
"11285","2;2","H2","yfp",2385,"Null_YFP","Set4_Leaf_D"
"11286","2;2","H2","mTurquoise",340,"Null_YFP","Set4_Leaf_D"
"11287","2;2","H2","mScarlet",401,"Null_YFP","Set4_Leaf_D"
"11288","2;2","H2","YB_Ratio",7.014706,"Null_YFP","Set4_Leaf_D"
"11289","2;2","H3","yfp",2493,"Null_YFP","Set4_Leaf_E"
"11290","2;2","H3","mTurquoise",539,"Null_YFP","Set4_Leaf_E"
"11291","2;2","H3","mScarlet",472,"Null_YFP","Set4_Leaf_E"
"11292","2;2","H3","YB_Ratio",4.625232,"Null_YFP","Set4_Leaf_E"
"11293","2;2","H4","yfp",2211,"Null_YFP","Set4_Leaf_E"
"11294","2;2","H4","mTurquoise",357,"Null_YFP","Set4_Leaf_E"
"11295","2;2","H4","mScarlet",348,"Null_YFP","Set4_Leaf_E"
"11296","2;2","H4","YB_Ratio",6.193277,"Null_YFP","Set4_Leaf_E"
"11297","2;2","H5","yfp",2171,"Null_YFP","Set4_Leaf_F"
"11298","2;2","H5","mTurquoise",135,"Null_YFP","Set4_Leaf_F"
"11299","2;2","H5","mScarlet",343,"Null_YFP","Set4_Leaf_F"
"11300","2;2","H5","YB_Ratio",16.08148,"Null_YFP","Set4_Leaf_F"
"11301","2;2","H6","yfp",2032,"Null_YFP","Set4_Leaf_F"
"11302","2;2","H6","mTurquoise",86,"Null_YFP","Set4_Leaf_F"
"11303","2;2","H6","mScarlet",327,"Null_YFP","Set4_Leaf_F"
"11304","2;2","H6","YB_Ratio",23.62791,"Null_YFP","Set4_Leaf_F"
"11305","2;2","H7","yfp",2617,"Null_YFP","Set4_Leaf_J"
"11306","2;2","H7","mTurquoise",314,"Null_YFP","Set4_Leaf_J"
"11307","2;2","H7","mScarlet",461,"Null_YFP","Set4_Leaf_J"
"11308","2;2","H7","YB_Ratio",8.334395,"Null_YFP","Set4_Leaf_J"
"11309","2;2","H8","yfp",2842,"Null_YFP","Set4_Leaf_J"
"11310","2;2","H8","mTurquoise",441,"Null_YFP","Set4_Leaf_J"
"11311","2;2","H8","mScarlet",497,"Null_YFP","Set4_Leaf_J"
"11312","2;2","H8","YB_Ratio",6.444444,"Null_YFP","Set4_Leaf_J"
"11313","2;2","H9","yfp",2239,"Null_YFP","Set4_Leaf_K"
"11314","2;2","H9","mTurquoise",254,"Null_YFP","Set4_Leaf_K"
"11315","2;2","H9","mScarlet",346,"Null_YFP","Set4_Leaf_K"
"11316","2;2","H9","YB_Ratio",8.814961,"Null_YFP","Set4_Leaf_K"
"11317","2;2","H10","yfp",2553,"Null_YFP","Set4_Leaf_K"
"11318","2;2","H10","mTurquoise",266,"Null_YFP","Set4_Leaf_K"
"11319","2;2","H10","mScarlet",343,"Null_YFP","Set4_Leaf_K"
"11320","2;2","H10","YB_Ratio",9.597744,"Null_YFP","Set4_Leaf_K"
"11321","2;2","H11","yfp",2191,"Null_YFP","Set4_Leaf_L"
"11322","2;2","H11","mTurquoise",185,"Null_YFP","Set4_Leaf_L"
"11323","2;2","H11","mScarlet",379,"Null_YFP","Set4_Leaf_L"
"11324","2;2","H11","YB_Ratio",11.84324,"Null_YFP","Set4_Leaf_L"
"11325","2;2","H12","yfp",2497,"Null_YFP","Set4_Leaf_L"
"11326","2;2","H12","mTurquoise",160,"Null_YFP","Set4_Leaf_L"
"11327","2;2","H12","mScarlet",443,"Null_YFP","Set4_Leaf_L"
"11328","2;2","H12","YB_Ratio",15.60625,"Null_YFP","Set4_Leaf_L"
"11329","2;3","A1","yfp",3365,"AT3G08530","Set4_Leaf_A"
"11330","2;3","A1","mTurquoise",93,"AT3G08530","Set4_Leaf_A"
"11331","2;3","A1","mScarlet",501,"AT3G08530","Set4_Leaf_A"
"11332","2;3","A1","YB_Ratio",36.1828,"AT3G08530","Set4_Leaf_A"
"11333","2;3","A2","yfp",2990,"AT3G08530","Set4_Leaf_A"
"11334","2;3","A2","mTurquoise",97,"AT3G08530","Set4_Leaf_A"
"11335","2;3","A2","mScarlet",491,"AT3G08530","Set4_Leaf_A"
"11336","2;3","A2","YB_Ratio",30.82474,"AT3G08530","Set4_Leaf_A"
"11337","2;3","A3","yfp",2602,"AT3G08530","Set4_Leaf_B"
"11338","2;3","A3","mTurquoise",60,"AT3G08530","Set4_Leaf_B"
"11339","2;3","A3","mScarlet",369,"AT3G08530","Set4_Leaf_B"
"11340","2;3","A3","YB_Ratio",43.36667,"AT3G08530","Set4_Leaf_B"
"11341","2;3","A4","yfp",3117,"AT3G08530","Set4_Leaf_B"
"11342","2;3","A4","mTurquoise",72,"AT3G08530","Set4_Leaf_B"
"11343","2;3","A4","mScarlet",397,"AT3G08530","Set4_Leaf_B"
"11344","2;3","A4","YB_Ratio",43.29167,"AT3G08530","Set4_Leaf_B"
"11345","2;3","A5","yfp",4234,"AT3G08530","Set4_Leaf_C"
"11346","2;3","A5","mTurquoise",168,"AT3G08530","Set4_Leaf_C"
"11347","2;3","A5","mScarlet",549,"AT3G08530","Set4_Leaf_C"
"11348","2;3","A5","YB_Ratio",25.20238,"AT3G08530","Set4_Leaf_C"
"11349","2;3","A6","yfp",4276,"AT3G08530","Set4_Leaf_C"
"11350","2;3","A6","mTurquoise",191,"AT3G08530","Set4_Leaf_C"
"11351","2;3","A6","mScarlet",479,"AT3G08530","Set4_Leaf_C"
"11352","2;3","A6","YB_Ratio",22.38743,"AT3G08530","Set4_Leaf_C"
"11353","2;3","A7","yfp",3792,"AT2G29080-4723","Set4_Leaf_G"
"11354","2;3","A7","mTurquoise",133,"AT2G29080-4723","Set4_Leaf_G"
"11355","2;3","A7","mScarlet",504,"AT2G29080-4723","Set4_Leaf_G"
"11356","2;3","A7","YB_Ratio",28.51128,"AT2G29080-4723","Set4_Leaf_G"
"11357","2;3","A8","yfp",3928,"AT2G29080-4723","Set4_Leaf_G"
"11358","2;3","A8","mTurquoise",141,"AT2G29080-4723","Set4_Leaf_G"
"11359","2;3","A8","mScarlet",522,"AT2G29080-4723","Set4_Leaf_G"
"11360","2;3","A8","YB_Ratio",27.85816,"AT2G29080-4723","Set4_Leaf_G"
"11361","2;3","A9","yfp",2628,"AT2G29080-4723","Set4_Leaf_H"
"11362","2;3","A9","mTurquoise",46,"AT2G29080-4723","Set4_Leaf_H"
"11363","2;3","A9","mScarlet",453,"AT2G29080-4723","Set4_Leaf_H"
"11364","2;3","A9","YB_Ratio",57.13043,"AT2G29080-4723","Set4_Leaf_H"
"11365","2;3","A10","yfp",2308,"AT2G29080-4723","Set4_Leaf_H"
"11366","2;3","A10","mTurquoise",49,"AT2G29080-4723","Set4_Leaf_H"
"11367","2;3","A10","mScarlet",408,"AT2G29080-4723","Set4_Leaf_H"
"11368","2;3","A10","YB_Ratio",47.10204,"AT2G29080-4723","Set4_Leaf_H"
"11369","2;3","A11","yfp",3427,"AT2G29080-4723","Set4_Leaf_I"
"11370","2;3","A11","mTurquoise",58,"AT2G29080-4723","Set4_Leaf_I"
"11371","2;3","A11","mScarlet",661,"AT2G29080-4723","Set4_Leaf_I"
"11372","2;3","A11","YB_Ratio",59.08621,"AT2G29080-4723","Set4_Leaf_I"
"11373","2;3","A12","yfp",2624,"AT2G29080-4723","Set4_Leaf_I"
"11374","2;3","A12","mTurquoise",61,"AT2G29080-4723","Set4_Leaf_I"
"11375","2;3","A12","mScarlet",378,"AT2G29080-4723","Set4_Leaf_I"
"11376","2;3","A12","YB_Ratio",43.01639,"AT2G29080-4723","Set4_Leaf_I"
"11377","2;3","B1","yfp",2698,"AT4G13780","Set4_Leaf_A"
"11378","2;3","B1","mTurquoise",196,"AT4G13780","Set4_Leaf_A"
"11379","2;3","B1","mScarlet",403,"AT4G13780","Set4_Leaf_A"
"11380","2;3","B1","YB_Ratio",13.76531,"AT4G13780","Set4_Leaf_A"
"11381","2;3","B2","yfp",3136,"AT4G13780","Set4_Leaf_A"
"11382","2;3","B2","mTurquoise",128,"AT4G13780","Set4_Leaf_A"
"11383","2;3","B2","mScarlet",472,"AT4G13780","Set4_Leaf_A"
"11384","2;3","B2","YB_Ratio",24.5,"AT4G13780","Set4_Leaf_A"
"11385","2;3","B3","yfp",2492,"AT4G13780","Set4_Leaf_B"
"11386","2;3","B3","mTurquoise",106,"AT4G13780","Set4_Leaf_B"
"11387","2;3","B3","mScarlet",463,"AT4G13780","Set4_Leaf_B"
"11388","2;3","B3","YB_Ratio",23.50943,"AT4G13780","Set4_Leaf_B"
"11389","2;3","B4","yfp",2747,"AT4G13780","Set4_Leaf_B"
"11390","2;3","B4","mTurquoise",68,"AT4G13780","Set4_Leaf_B"
"11391","2;3","B4","mScarlet",487,"AT4G13780","Set4_Leaf_B"
"11392","2;3","B4","YB_Ratio",40.39706,"AT4G13780","Set4_Leaf_B"
"11393","2;3","B5","yfp",2793,"AT4G13780","Set4_Leaf_C"
"11394","2;3","B5","mTurquoise",250,"AT4G13780","Set4_Leaf_C"
"11395","2;3","B5","mScarlet",391,"AT4G13780","Set4_Leaf_C"
"11396","2;3","B5","YB_Ratio",11.172,"AT4G13780","Set4_Leaf_C"
"11397","2;3","B6","yfp",2840,"AT4G13780","Set4_Leaf_C"
"11398","2;3","B6","mTurquoise",213,"AT4G13780","Set4_Leaf_C"
"11399","2;3","B6","mScarlet",382,"AT4G13780","Set4_Leaf_C"
"11400","2;3","B6","YB_Ratio",13.33333,"AT4G13780","Set4_Leaf_C"
"11401","2;3","B7","yfp",3306,"AT2G33730","Set4_Leaf_G"
"11402","2;3","B7","mTurquoise",192,"AT2G33730","Set4_Leaf_G"
"11403","2;3","B7","mScarlet",702,"AT2G33730","Set4_Leaf_G"
"11404","2;3","B7","YB_Ratio",17.21875,"AT2G33730","Set4_Leaf_G"
"11405","2;3","B8","yfp",2991,"AT2G33730","Set4_Leaf_G"
"11406","2;3","B8","mTurquoise",146,"AT2G33730","Set4_Leaf_G"
"11407","2;3","B8","mScarlet",469,"AT2G33730","Set4_Leaf_G"
"11408","2;3","B8","YB_Ratio",20.4863,"AT2G33730","Set4_Leaf_G"
"11409","2;3","B9","yfp",2327,"AT2G33730","Set4_Leaf_H"
"11410","2;3","B9","mTurquoise",59,"AT2G33730","Set4_Leaf_H"
"11411","2;3","B9","mScarlet",439,"AT2G33730","Set4_Leaf_H"
"11412","2;3","B9","YB_Ratio",39.44068,"AT2G33730","Set4_Leaf_H"
"11413","2;3","B10","yfp",2402,"AT2G33730","Set4_Leaf_H"
"11414","2;3","B10","mTurquoise",50,"AT2G33730","Set4_Leaf_H"
"11415","2;3","B10","mScarlet",404,"AT2G33730","Set4_Leaf_H"
"11416","2;3","B10","YB_Ratio",48.04,"AT2G33730","Set4_Leaf_H"
"11417","2;3","B11","yfp",2506,"AT2G33730","Set4_Leaf_I"
"11418","2;3","B11","mTurquoise",56,"AT2G33730","Set4_Leaf_I"
"11419","2;3","B11","mScarlet",364,"AT2G33730","Set4_Leaf_I"
"11420","2;3","B11","YB_Ratio",44.75,"AT2G33730","Set4_Leaf_I"
"11421","2;3","B12","yfp",2472,"AT2G33730","Set4_Leaf_I"
"11422","2;3","B12","mTurquoise",54,"AT2G33730","Set4_Leaf_I"
"11423","2;3","B12","mScarlet",391,"AT2G33730","Set4_Leaf_I"
"11424","2;3","B12","YB_Ratio",45.77778,"AT2G33730","Set4_Leaf_I"
"11425","2;3","C1","yfp",3627,"AT2G26780(A,B)","Set4_Leaf_A"
"11426","2;3","C1","mTurquoise",188,"AT2G26780(A,B)","Set4_Leaf_A"
"11427","2;3","C1","mScarlet",369,"AT2G26780(A,B)","Set4_Leaf_A"
"11428","2;3","C1","YB_Ratio",19.29255,"AT2G26780(A,B)","Set4_Leaf_A"
"11429","2;3","C2","yfp",3713,"AT2G26780(A,B)","Set4_Leaf_A"
"11430","2;3","C2","mTurquoise",168,"AT2G26780(A,B)","Set4_Leaf_A"
"11431","2;3","C2","mScarlet",406,"AT2G26780(A,B)","Set4_Leaf_A"
"11432","2;3","C2","YB_Ratio",22.10119,"AT2G26780(A,B)","Set4_Leaf_A"
"11433","2;3","C3","yfp",4510,"AT2G26780(A,B)","Set4_Leaf_B"
"11434","2;3","C3","mTurquoise",91,"AT2G26780(A,B)","Set4_Leaf_B"
"11435","2;3","C3","mScarlet",393,"AT2G26780(A,B)","Set4_Leaf_B"
"11436","2;3","C3","YB_Ratio",49.56044,"AT2G26780(A,B)","Set4_Leaf_B"
"11437","2;3","C4","yfp",3466,"AT2G26780(A,B)","Set4_Leaf_B"
"11438","2;3","C4","mTurquoise",156,"AT2G26780(A,B)","Set4_Leaf_B"
"11439","2;3","C4","mScarlet",413,"AT2G26780(A,B)","Set4_Leaf_B"
"11440","2;3","C4","YB_Ratio",22.21795,"AT2G26780(A,B)","Set4_Leaf_B"
"11441","2;3","C5","yfp",3075,"AT2G26780(A,B)","Set4_Leaf_C"
"11442","2;3","C5","mTurquoise",286,"AT2G26780(A,B)","Set4_Leaf_C"
"11443","2;3","C5","mScarlet",370,"AT2G26780(A,B)","Set4_Leaf_C"
"11444","2;3","C5","YB_Ratio",10.75175,"AT2G26780(A,B)","Set4_Leaf_C"
"11445","2;3","C6","yfp",3399,"AT2G26780(A,B)","Set4_Leaf_C"
"11446","2;3","C6","mTurquoise",286,"AT2G26780(A,B)","Set4_Leaf_C"
"11447","2;3","C6","mScarlet",406,"AT2G26780(A,B)","Set4_Leaf_C"
"11448","2;3","C6","YB_Ratio",11.88462,"AT2G26780(A,B)","Set4_Leaf_C"
"11449","2;3","C7","yfp",3905,"AT5G37830(B,E)","Set4_Leaf_G"
"11450","2;3","C7","mTurquoise",396,"AT5G37830(B,E)","Set4_Leaf_G"
"11451","2;3","C7","mScarlet",469,"AT5G37830(B,E)","Set4_Leaf_G"
"11452","2;3","C7","YB_Ratio",9.861111,"AT5G37830(B,E)","Set4_Leaf_G"
"11453","2;3","C8","yfp",3502,"AT5G37830(B,E)","Set4_Leaf_G"
"11454","2;3","C8","mTurquoise",413,"AT5G37830(B,E)","Set4_Leaf_G"
"11455","2;3","C8","mScarlet",378,"AT5G37830(B,E)","Set4_Leaf_G"
"11456","2;3","C8","YB_Ratio",8.479419,"AT5G37830(B,E)","Set4_Leaf_G"
"11457","2;3","C9","yfp",3670,"AT5G37830(B,E)","Set4_Leaf_H"
"11458","2;3","C9","mTurquoise",94,"AT5G37830(B,E)","Set4_Leaf_H"
"11459","2;3","C9","mScarlet",395,"AT5G37830(B,E)","Set4_Leaf_H"
"11460","2;3","C9","YB_Ratio",39.04255,"AT5G37830(B,E)","Set4_Leaf_H"
"11461","2;3","C10","yfp",3903,"AT5G37830(B,E)","Set4_Leaf_H"
"11462","2;3","C10","mTurquoise",92,"AT5G37830(B,E)","Set4_Leaf_H"
"11463","2;3","C10","mScarlet",443,"AT5G37830(B,E)","Set4_Leaf_H"
"11464","2;3","C10","YB_Ratio",42.42391,"AT5G37830(B,E)","Set4_Leaf_H"
"11465","2;3","C11","yfp",3736,"AT5G37830(B,E)","Set4_Leaf_I"
"11466","2;3","C11","mTurquoise",68,"AT5G37830(B,E)","Set4_Leaf_I"
"11467","2;3","C11","mScarlet",421,"AT5G37830(B,E)","Set4_Leaf_I"
"11468","2;3","C11","YB_Ratio",54.94118,"AT5G37830(B,E)","Set4_Leaf_I"
"11469","2;3","C12","yfp",3220,"AT5G37830(B,E)","Set4_Leaf_I"
"11470","2;3","C12","mTurquoise",70,"AT5G37830(B,E)","Set4_Leaf_I"
"11471","2;3","C12","mScarlet",338,"AT5G37830(B,E)","Set4_Leaf_I"
"11472","2;3","C12","YB_Ratio",46,"AT5G37830(B,E)","Set4_Leaf_I"
"11473","2;3","D1","yfp",2068,"Null_YFP","Set4_Leaf_A"
"11474","2;3","D1","mTurquoise",190,"Null_YFP","Set4_Leaf_A"
"11475","2;3","D1","mScarlet",323,"Null_YFP","Set4_Leaf_A"
"11476","2;3","D1","YB_Ratio",10.88421,"Null_YFP","Set4_Leaf_A"
"11477","2;3","D2","yfp",2359,"Null_YFP","Set4_Leaf_A"
"11478","2;3","D2","mTurquoise",177,"Null_YFP","Set4_Leaf_A"
"11479","2;3","D2","mScarlet",351,"Null_YFP","Set4_Leaf_A"
"11480","2;3","D2","YB_Ratio",13.32768,"Null_YFP","Set4_Leaf_A"
"11481","2;3","D3","yfp",2339,"Null_YFP","Set4_Leaf_B"
"11482","2;3","D3","mTurquoise",179,"Null_YFP","Set4_Leaf_B"
"11483","2;3","D3","mScarlet",365,"Null_YFP","Set4_Leaf_B"
"11484","2;3","D3","YB_Ratio",13.06704,"Null_YFP","Set4_Leaf_B"
"11485","2;3","D4","yfp",2299,"Null_YFP","Set4_Leaf_B"
"11486","2;3","D4","mTurquoise",123,"Null_YFP","Set4_Leaf_B"
"11487","2;3","D4","mScarlet",413,"Null_YFP","Set4_Leaf_B"
"11488","2;3","D4","YB_Ratio",18.69106,"Null_YFP","Set4_Leaf_B"
"11489","2;3","D5","yfp",2027,"Null_YFP","Set4_Leaf_C"
"11490","2;3","D5","mTurquoise",107,"Null_YFP","Set4_Leaf_C"
"11491","2;3","D5","mScarlet",301,"Null_YFP","Set4_Leaf_C"
"11492","2;3","D5","YB_Ratio",18.94393,"Null_YFP","Set4_Leaf_C"
"11493","2;3","D6","yfp",2390,"Null_YFP","Set4_Leaf_C"
"11494","2;3","D6","mTurquoise",324,"Null_YFP","Set4_Leaf_C"
"11495","2;3","D6","mScarlet",550,"Null_YFP","Set4_Leaf_C"
"11496","2;3","D6","YB_Ratio",7.376543,"Null_YFP","Set4_Leaf_C"
"11497","2;3","D7","yfp",2441,"Null_YFP","Set4_Leaf_G"
"11498","2;3","D7","mTurquoise",210,"Null_YFP","Set4_Leaf_G"
"11499","2;3","D7","mScarlet",390,"Null_YFP","Set4_Leaf_G"
"11500","2;3","D7","YB_Ratio",11.62381,"Null_YFP","Set4_Leaf_G"
"11501","2;3","D8","yfp",2900,"Null_YFP","Set4_Leaf_G"
"11502","2;3","D8","mTurquoise",289,"Null_YFP","Set4_Leaf_G"
"11503","2;3","D8","mScarlet",547,"Null_YFP","Set4_Leaf_G"
"11504","2;3","D8","YB_Ratio",10.0346,"Null_YFP","Set4_Leaf_G"
"11505","2;3","D9","yfp",2209,"Null_YFP","Set4_Leaf_H"
"11506","2;3","D9","mTurquoise",95,"Null_YFP","Set4_Leaf_H"
"11507","2;3","D9","mScarlet",384,"Null_YFP","Set4_Leaf_H"
"11508","2;3","D9","YB_Ratio",23.25263,"Null_YFP","Set4_Leaf_H"
