"","Site","Well","Signal","Value","Experiment","Leaf"
"9507","3;3","C10","yfp",4760,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9508","3;3","C10","mTurquoise",60,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9509","3;3","C10","mScarlet",345,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9510","3;3","C10","YB_Ratio",79.33333,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9511","3;3","C11","yfp",2657,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9512","3;3","C11","mTurquoise",49,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9513","3;3","C11","mScarlet",326,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9514","3;3","C11","YB_Ratio",54.22449,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9515","3;3","C12","yfp",2383,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9516","3;3","C12","mTurquoise",79,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9517","3;3","C12","mScarlet",493,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9518","3;3","C12","YB_Ratio",30.16456,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9519","3;3","D9","yfp",3760,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9520","3;3","D9","mTurquoise",77,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9521","3;3","D9","mScarlet",432,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9522","3;3","D9","YB_Ratio",48.83117,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9523","3;3","D10","yfp",4513,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9524","3;3","D10","mTurquoise",73,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9525","3;3","D10","mScarlet",453,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9526","3;3","D10","YB_Ratio",61.82192,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9527","3;3","D11","yfp",2507,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9528","3;3","D11","mTurquoise",63,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9529","3;3","D11","mScarlet",334,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9530","3;3","D11","YB_Ratio",39.79365,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9531","3;3","D12","yfp",2311,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9532","3;3","D12","mTurquoise",57,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9533","3;3","D12","mScarlet",325,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9534","3;3","D12","YB_Ratio",40.54386,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9535","3;3","E9","yfp",2289,"Null_YFP+A+D","Set8_Leaf_C"
"9536","3;3","E9","mTurquoise",156,"Null_YFP+A+D","Set8_Leaf_C"
"9537","3;3","E9","mScarlet",356,"Null_YFP+A+D","Set8_Leaf_C"
"9538","3;3","E9","YB_Ratio",14.67308,"Null_YFP+A+D","Set8_Leaf_C"
"9539","3;3","E10","yfp",2172,"Null_YFP+A+D","Set8_Leaf_C"
"9540","3;3","E10","mTurquoise",80,"Null_YFP+A+D","Set8_Leaf_C"
"9541","3;3","E10","mScarlet",405,"Null_YFP+A+D","Set8_Leaf_C"
"9542","3;3","E10","YB_Ratio",27.15,"Null_YFP+A+D","Set8_Leaf_C"
"9543","3;3","E11","yfp",2207,"Null_YFP+A+D","Set8_Leaf_C"
"9544","3;3","E11","mTurquoise",214,"Null_YFP+A+D","Set8_Leaf_C"
"9545","3;3","E11","mScarlet",376,"Null_YFP+A+D","Set8_Leaf_C"
"9546","3;3","E11","YB_Ratio",10.31308,"Null_YFP+A+D","Set8_Leaf_C"
"9547","3;3","E12","yfp",2034,"Null_YFP+A+D","Set8_Leaf_C"
"9548","3;3","E12","mTurquoise",97,"Null_YFP+A+D","Set8_Leaf_C"
"9549","3;3","E12","mScarlet",306,"Null_YFP+A+D","Set8_Leaf_C"
"9550","3;3","E12","YB_Ratio",20.96907,"Null_YFP+A+D","Set8_Leaf_C"
"9551","3;4","A9","yfp",5557,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9552","3;4","A9","mTurquoise",43,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9553","3;4","A9","mScarlet",327,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9554","3;4","A9","YB_Ratio",129.2326,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9555","3;4","A10","yfp",7674,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9556","3;4","A10","mTurquoise",44,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9557","3;4","A10","mScarlet",426,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9558","3;4","A10","YB_Ratio",174.4091,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9559","3;4","A11","yfp",2094,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9560","3;4","A11","mTurquoise",46,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9561","3;4","A11","mScarlet",359,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9562","3;4","A11","YB_Ratio",45.52174,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9563","3;4","A12","yfp",2280,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9564","3;4","A12","mTurquoise",84,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9565","3;4","A12","mScarlet",510,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9566","3;4","A12","YB_Ratio",27.14286,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9567","3;4","B9","yfp",4098,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9568","3;4","B9","mTurquoise",84,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9569","3;4","B9","mScarlet",484,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9570","3;4","B9","YB_Ratio",48.78571,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9571","3;4","B10","yfp",3859,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9572","3;4","B10","mTurquoise",82,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9573","3;4","B10","mScarlet",316,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9574","3;4","B10","YB_Ratio",47.06098,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9575","3;4","B11","yfp",2350,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9576","3;4","B11","mTurquoise",54,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9577","3;4","B11","mScarlet",293,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9578","3;4","B11","YB_Ratio",43.51852,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9579","3;4","B12","yfp",2021,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9580","3;4","B12","mTurquoise",43,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9581","3;4","B12","mScarlet",271,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9582","3;4","B12","YB_Ratio",47,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9583","3;4","C9","yfp",5243,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9584","3;4","C9","mTurquoise",58,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9585","3;4","C9","mScarlet",329,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9586","3;4","C9","YB_Ratio",90.39655,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9587","3;4","C10","yfp",3933,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9588","3;4","C10","mTurquoise",66,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9589","3;4","C10","mScarlet",370,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9590","3;4","C10","YB_Ratio",59.59091,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9591","3;4","C11","yfp",2352,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9592","3;4","C11","mTurquoise",47,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9593","3;4","C11","mScarlet",326,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9594","3;4","C11","YB_Ratio",50.04255,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9595","3;4","C12","yfp",2147,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9596","3;4","C12","mTurquoise",69,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9597","3;4","C12","mScarlet",411,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9598","3;4","C12","YB_Ratio",31.11594,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9599","3;4","D9","yfp",3192,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9600","3;4","D9","mTurquoise",69,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9601","3;4","D9","mScarlet",287,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9602","3;4","D9","YB_Ratio",46.26087,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9603","3;4","D10","yfp",4001,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9604","3;4","D10","mTurquoise",57,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9605","3;4","D10","mScarlet",428,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9606","3;4","D10","YB_Ratio",70.19298,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9607","3;4","D11","yfp",2472,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9608","3;4","D11","mTurquoise",53,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9609","3;4","D11","mScarlet",261,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9610","3;4","D11","YB_Ratio",46.64151,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9611","3;4","D12","yfp",2144,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9612","3;4","D12","mTurquoise",53,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9613","3;4","D12","mScarlet",361,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9614","3;4","D12","YB_Ratio",40.45283,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9615","3;4","E9","yfp",1836,"Null_YFP+A+D","Set8_Leaf_C"
"9616","3;4","E9","mTurquoise",127,"Null_YFP+A+D","Set8_Leaf_C"
"9617","3;4","E9","mScarlet",279,"Null_YFP+A+D","Set8_Leaf_C"
"9618","3;4","E9","YB_Ratio",14.45669,"Null_YFP+A+D","Set8_Leaf_C"
"9619","3;4","E10","yfp",2187,"Null_YFP+A+D","Set8_Leaf_C"
"9620","3;4","E10","mTurquoise",118,"Null_YFP+A+D","Set8_Leaf_C"
"9621","3;4","E10","mScarlet",322,"Null_YFP+A+D","Set8_Leaf_C"
"9622","3;4","E10","YB_Ratio",18.5339,"Null_YFP+A+D","Set8_Leaf_C"
"9623","3;4","E11","yfp",1974,"Null_YFP+A+D","Set8_Leaf_C"
"9624","3;4","E11","mTurquoise",152,"Null_YFP+A+D","Set8_Leaf_C"
"9625","3;4","E11","mScarlet",289,"Null_YFP+A+D","Set8_Leaf_C"
"9626","3;4","E11","YB_Ratio",12.98684,"Null_YFP+A+D","Set8_Leaf_C"
"9627","3;4","E12","yfp",1781,"Null_YFP+A+D","Set8_Leaf_C"
"9628","3;4","E12","mTurquoise",97,"Null_YFP+A+D","Set8_Leaf_C"
"9629","3;4","E12","mScarlet",261,"Null_YFP+A+D","Set8_Leaf_C"
"9630","3;4","E12","YB_Ratio",18.36082,"Null_YFP+A+D","Set8_Leaf_C"
"9631","4;2","A9","yfp",4223,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9632","4;2","A9","mTurquoise",40,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9633","4;2","A9","mScarlet",400,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9634","4;2","A9","YB_Ratio",105.575,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9635","4;2","A10","yfp",5335,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9636","4;2","A10","mTurquoise",44,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9637","4;2","A10","mScarlet",384,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9638","4;2","A10","YB_Ratio",121.25,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9639","4;2","A11","yfp",2467,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9640","4;2","A11","mTurquoise",50,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9641","4;2","A11","mScarlet",382,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9642","4;2","A11","YB_Ratio",49.34,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9643","4;2","A12","yfp",2605,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9644","4;2","A12","mTurquoise",66,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9645","4;2","A12","mScarlet",371,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9646","4;2","A12","YB_Ratio",39.4697,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9647","4;2","B9","yfp",4471,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9648","4;2","B9","mTurquoise",73,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9649","4;2","B9","mScarlet",357,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9650","4;2","B9","YB_Ratio",61.24658,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9651","4;2","B10","yfp",3825,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9652","4;2","B10","mTurquoise",90,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9653","4;2","B10","mScarlet",351,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9654","4;2","B10","YB_Ratio",42.5,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9655","4;2","B11","yfp",2715,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9656","4;2","B11","mTurquoise",79,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9657","4;2","B11","mScarlet",790,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9658","4;2","B11","YB_Ratio",34.36709,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9659","4;2","B12","yfp",2353,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9660","4;2","B12","mTurquoise",39,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9661","4;2","B12","mScarlet",295,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9662","4;2","B12","YB_Ratio",60.33333,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9663","4;2","C9","yfp",4115,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9664","4;2","C9","mTurquoise",55,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9665","4;2","C9","mScarlet",339,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9666","4;2","C9","YB_Ratio",74.81818,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9667","4;2","C10","yfp",4651,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9668","4;2","C10","mTurquoise",60,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9669","4;2","C10","mScarlet",362,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9670","4;2","C10","YB_Ratio",77.51667,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9671","4;2","C11","yfp",2462,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9672","4;2","C11","mTurquoise",44,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9673","4;2","C11","mScarlet",328,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9674","4;2","C11","YB_Ratio",55.95455,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9675","4;2","C12","yfp",2457,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9676","4;2","C12","mTurquoise",65,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9677","4;2","C12","mScarlet",437,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9678","4;2","C12","YB_Ratio",37.8,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9679","4;2","D9","yfp",3683,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9680","4;2","D9","mTurquoise",74,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9681","4;2","D9","mScarlet",306,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9682","4;2","D9","YB_Ratio",49.77027,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9683","4;2","D10","yfp",4306,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9684","4;2","D10","mTurquoise",103,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9685","4;2","D10","mScarlet",393,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9686","4;2","D10","YB_Ratio",41.80583,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9687","4;2","D11","yfp",2876,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9688","4;2","D11","mTurquoise",66,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9689","4;2","D11","mScarlet",406,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9690","4;2","D11","YB_Ratio",43.57576,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9691","4;2","D12","yfp",2286,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9692","4;2","D12","mTurquoise",58,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9693","4;2","D12","mScarlet",393,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9694","4;2","D12","YB_Ratio",39.41379,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9695","4;2","E9","yfp",2006,"Null_YFP+A+D","Set8_Leaf_C"
"9696","4;2","E9","mTurquoise",126,"Null_YFP+A+D","Set8_Leaf_C"
"9697","4;2","E9","mScarlet",307,"Null_YFP+A+D","Set8_Leaf_C"
"9698","4;2","E9","YB_Ratio",15.92063,"Null_YFP+A+D","Set8_Leaf_C"
"9699","4;2","E10","yfp",1943,"Null_YFP+A+D","Set8_Leaf_C"
"9700","4;2","E10","mTurquoise",128,"Null_YFP+A+D","Set8_Leaf_C"
"9701","4;2","E10","mScarlet",264,"Null_YFP+A+D","Set8_Leaf_C"
"9702","4;2","E10","YB_Ratio",15.17969,"Null_YFP+A+D","Set8_Leaf_C"
"9703","4;2","E11","yfp",2244,"Null_YFP+A+D","Set8_Leaf_C"
"9704","4;2","E11","mTurquoise",184,"Null_YFP+A+D","Set8_Leaf_C"
"9705","4;2","E11","mScarlet",379,"Null_YFP+A+D","Set8_Leaf_C"
"9706","4;2","E11","YB_Ratio",12.19565,"Null_YFP+A+D","Set8_Leaf_C"
"9707","4;2","E12","yfp",1988,"Null_YFP+A+D","Set8_Leaf_C"
"9708","4;2","E12","mTurquoise",126,"Null_YFP+A+D","Set8_Leaf_C"
"9709","4;2","E12","mScarlet",300,"Null_YFP+A+D","Set8_Leaf_C"
"9710","4;2","E12","YB_Ratio",15.77778,"Null_YFP+A+D","Set8_Leaf_C"
"9711","4;3","A9","yfp",4233,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9712","4;3","A9","mTurquoise",46,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9713","4;3","A9","mScarlet",353,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9714","4;3","A9","YB_Ratio",92.02174,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9715","4;3","A10","yfp",4339,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9716","4;3","A10","mTurquoise",41,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9717","4;3","A10","mScarlet",361,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9718","4;3","A10","YB_Ratio",105.8293,"AT2G26780(A,B)+C+D","Set8_Leaf_C"
"9719","4;3","A11","yfp",2262,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9720","4;3","A11","mTurquoise",46,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9721","4;3","A11","mScarlet",346,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9722","4;3","A11","YB_Ratio",49.17391,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9723","4;3","A12","yfp",2943,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9724","4;3","A12","mTurquoise",42,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9725","4;3","A12","mScarlet",407,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9726","4;3","A12","YB_Ratio",70.07143,"AT3G18480(r3,r6)+r7+r5","Set8_Leaf_C"
"9727","4;3","B9","yfp",4194,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9728","4;3","B9","mTurquoise",67,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9729","4;3","B9","mScarlet",409,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9730","4;3","B9","YB_Ratio",62.59701,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9731","4;3","B10","yfp",3935,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9732","4;3","B10","mTurquoise",85,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9733","4;3","B10","mScarlet",375,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9734","4;3","B10","YB_Ratio",46.29412,"AT2G26780(A,B)+A+D","Set8_Leaf_C"
"9735","4;3","B11","yfp",3078,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9736","4;3","B11","mTurquoise",89,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9737","4;3","B11","mScarlet",480,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9738","4;3","B11","YB_Ratio",34.58427,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9739","4;3","B12","yfp",2255,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9740","4;3","B12","mTurquoise",39,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9741","4;3","B12","mScarlet",267,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9742","4;3","B12","YB_Ratio",57.82051,"AT3G18480(r3,r6)+r3+r5","Set8_Leaf_C"
"9743","4;3","C9","yfp",4250,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9744","4;3","C9","mTurquoise",68,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9745","4;3","C9","mScarlet",420,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9746","4;3","C9","YB_Ratio",62.5,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9747","4;3","C10","yfp",5047,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9748","4;3","C10","mTurquoise",69,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9749","4;3","C10","mScarlet",405,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9750","4;3","C10","YB_Ratio",73.14493,"AT2G26780(A,B)+C+B","Set8_Leaf_C"
"9751","4;3","C11","yfp",2491,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9752","4;3","C11","mTurquoise",43,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9753","4;3","C11","mScarlet",321,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9754","4;3","C11","YB_Ratio",57.93023,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9755","4;3","C12","yfp",2499,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9756","4;3","C12","mTurquoise",63,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9757","4;3","C12","mScarlet",471,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9758","4;3","C12","YB_Ratio",39.66667,"AT3G18480(r3,r6)+r7+r6","Set8_Leaf_C"
"9759","4;3","D9","yfp",4120,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9760","4;3","D9","mTurquoise",82,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9761","4;3","D9","mScarlet",293,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9762","4;3","D9","YB_Ratio",50.2439,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9763","4;3","D10","yfp",4125,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9764","4;3","D10","mTurquoise",69,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9765","4;3","D10","mScarlet",812,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9766","4;3","D10","YB_Ratio",59.78261,"AT2G26780(A,B)+A+B","Set8_Leaf_C"
"9767","4;3","D11","yfp",2516,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9768","4;3","D11","mTurquoise",78,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9769","4;3","D11","mScarlet",306,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9770","4;3","D11","YB_Ratio",32.25641,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9771","4;3","D12","yfp",2370,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9772","4;3","D12","mTurquoise",61,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9773","4;3","D12","mScarlet",354,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9774","4;3","D12","YB_Ratio",38.85246,"AT3G18480(r3,r6)+r3+r6","Set8_Leaf_C"
"9775","4;3","E9","yfp",2043,"Null_YFP+A+D","Set8_Leaf_C"
"9776","4;3","E9","mTurquoise",134,"Null_YFP+A+D","Set8_Leaf_C"
"9777","4;3","E9","mScarlet",332,"Null_YFP+A+D","Set8_Leaf_C"
"9778","4;3","E9","YB_Ratio",15.24627,"Null_YFP+A+D","Set8_Leaf_C"
"9779","4;3","E10","yfp",1998,"Null_YFP+A+D","Set8_Leaf_C"
"9780","4;3","E10","mTurquoise",125,"Null_YFP+A+D","Set8_Leaf_C"
"9781","4;3","E10","mScarlet",325,"Null_YFP+A+D","Set8_Leaf_C"
"9782","4;3","E10","YB_Ratio",15.984,"Null_YFP+A+D","Set8_Leaf_C"
"9783","4;3","E11","yfp",2174,"Null_YFP+A+D","Set8_Leaf_C"
"9784","4;3","E11","mTurquoise",219,"Null_YFP+A+D","Set8_Leaf_C"
"9785","4;3","E11","mScarlet",377,"Null_YFP+A+D","Set8_Leaf_C"
"9786","4;3","E11","YB_Ratio",9.926941,"Null_YFP+A+D","Set8_Leaf_C"
"9787","4;3","E12","yfp",2122,"Null_YFP+A+D","Set8_Leaf_C"
