"","Site","Well","Signal","Value","Experiment","Leaf"
"5663","2;4","D6","mScarlet",292,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_I"
"5664","2;4","D6","YB_Ratio",10.3065902578797,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_I"
"5665","2;4","E1","yfp",2286,"AT3G18480(r3,r6)","Set6_Leaf_G"
"5666","2;4","E1","mTurquoise",80,"AT3G18480(r3,r6)","Set6_Leaf_G"
"5667","2;4","E1","mScarlet",391,"AT3G18480(r3,r6)","Set6_Leaf_G"
"5668","2;4","E1","YB_Ratio",28.575,"AT3G18480(r3,r6)","Set6_Leaf_G"
"5669","2;4","E2","yfp",2263,"AT3G18480(r3,r6)","Set6_Leaf_G"
"5670","2;4","E2","mTurquoise",71,"AT3G18480(r3,r6)","Set6_Leaf_G"
"5671","2;4","E2","mScarlet",335,"AT3G18480(r3,r6)","Set6_Leaf_G"
"5672","2;4","E2","YB_Ratio",31.8732394366197,"AT3G18480(r3,r6)","Set6_Leaf_G"
"5673","2;4","E3","yfp",2106,"AT3G18480(r3,r6)","Set6_Leaf_H"
"5674","2;4","E3","mTurquoise",60,"AT3G18480(r3,r6)","Set6_Leaf_H"
"5675","2;4","E3","mScarlet",303,"AT3G18480(r3,r6)","Set6_Leaf_H"
"5676","2;4","E3","YB_Ratio",35.1,"AT3G18480(r3,r6)","Set6_Leaf_H"
"5677","2;4","E4","yfp",2250,"AT3G18480(r3,r6)","Set6_Leaf_H"
"5678","2;4","E4","mTurquoise",84,"AT3G18480(r3,r6)","Set6_Leaf_H"
"5679","2;4","E4","mScarlet",349,"AT3G18480(r3,r6)","Set6_Leaf_H"
"5680","2;4","E4","YB_Ratio",26.7857142857143,"AT3G18480(r3,r6)","Set6_Leaf_H"
"5681","2;4","E5","yfp",2170,"AT3G18480(r3,r6)","Set6_Leaf_I"
"5682","2;4","E5","mTurquoise",80,"AT3G18480(r3,r6)","Set6_Leaf_I"
"5683","2;4","E5","mScarlet",349,"AT3G18480(r3,r6)","Set6_Leaf_I"
"5684","2;4","E5","YB_Ratio",27.125,"AT3G18480(r3,r6)","Set6_Leaf_I"
"5685","2;4","E6","yfp",2041,"AT3G18480(r3,r6)","Set6_Leaf_I"
"5686","2;4","E6","mTurquoise",72,"AT3G18480(r3,r6)","Set6_Leaf_I"
"5687","2;4","E6","mScarlet",313,"AT3G18480(r3,r6)","Set6_Leaf_I"
"5688","2;4","E6","YB_Ratio",28.3472222222222,"AT3G18480(r3,r6)","Set6_Leaf_I"
"5689","2;4","F1","yfp",2371,"AT3G08530(r7,r5)","Set6_Leaf_G"
"5690","2;4","F1","mTurquoise",77,"AT3G08530(r7,r5)","Set6_Leaf_G"
"5691","2;4","F1","mScarlet",445,"AT3G08530(r7,r5)","Set6_Leaf_G"
"5692","2;4","F1","YB_Ratio",30.7922077922078,"AT3G08530(r7,r5)","Set6_Leaf_G"
"5693","2;4","F2","yfp",2267,"AT3G08530(r7,r5)","Set6_Leaf_G"
"5694","2;4","F2","mTurquoise",70,"AT3G08530(r7,r5)","Set6_Leaf_G"
"5695","2;4","F2","mScarlet",363,"AT3G08530(r7,r5)","Set6_Leaf_G"
"5696","2;4","F2","YB_Ratio",32.3857142857143,"AT3G08530(r7,r5)","Set6_Leaf_G"
"5697","2;4","F3","yfp",1717,"AT3G08530(r7,r5)","Set6_Leaf_H"
"5698","2;4","F3","mTurquoise",51,"AT3G08530(r7,r5)","Set6_Leaf_H"
"5699","2;4","F3","mScarlet",308,"AT3G08530(r7,r5)","Set6_Leaf_H"
"5700","2;4","F3","YB_Ratio",33.6666666666667,"AT3G08530(r7,r5)","Set6_Leaf_H"
"5701","2;4","F4","yfp",2003,"AT3G08530(r7,r5)","Set6_Leaf_H"
"5702","2;4","F4","mTurquoise",62,"AT3G08530(r7,r5)","Set6_Leaf_H"
"5703","2;4","F4","mScarlet",371,"AT3G08530(r7,r5)","Set6_Leaf_H"
"5704","2;4","F4","YB_Ratio",32.3064516129032,"AT3G08530(r7,r5)","Set6_Leaf_H"
"5705","2;4","F5","yfp",2333,"AT3G08530(r7,r5)","Set6_Leaf_I"
"5706","2;4","F5","mTurquoise",67,"AT3G08530(r7,r5)","Set6_Leaf_I"
"5707","2;4","F5","mScarlet",361,"AT3G08530(r7,r5)","Set6_Leaf_I"
"5708","2;4","F5","YB_Ratio",34.8208955223881,"AT3G08530(r7,r5)","Set6_Leaf_I"
"5709","2;4","F6","yfp",2156,"AT3G08530(r7,r5)","Set6_Leaf_I"
"5710","2;4","F6","mTurquoise",64,"AT3G08530(r7,r5)","Set6_Leaf_I"
"5711","2;4","F6","mScarlet",358,"AT3G08530(r7,r5)","Set6_Leaf_I"
"5712","2;4","F6","YB_Ratio",33.6875,"AT3G08530(r7,r5)","Set6_Leaf_I"
"5713","2;4","G1","yfp",2141,"AT3G18480","Set6_Leaf_G"
"5714","2;4","G1","mTurquoise",87,"AT3G18480","Set6_Leaf_G"
"5715","2;4","G1","mScarlet",396,"AT3G18480","Set6_Leaf_G"
"5716","2;4","G1","YB_Ratio",24.6091954022989,"AT3G18480","Set6_Leaf_G"
"5717","2;4","G2","yfp",2285,"AT3G18480","Set6_Leaf_G"
"5718","2;4","G2","mTurquoise",120,"AT3G18480","Set6_Leaf_G"
"5719","2;4","G2","mScarlet",364,"AT3G18480","Set6_Leaf_G"
"5720","2;4","G2","YB_Ratio",19.0416666666667,"AT3G18480","Set6_Leaf_G"
"5721","2;4","G3","yfp",2061,"AT3G18480","Set6_Leaf_H"
"5722","2;4","G3","mTurquoise",86,"AT3G18480","Set6_Leaf_H"
"5723","2;4","G3","mScarlet",339,"AT3G18480","Set6_Leaf_H"
"5724","2;4","G3","YB_Ratio",23.9651162790698,"AT3G18480","Set6_Leaf_H"
"5725","2;4","G4","yfp",2400,"AT3G18480","Set6_Leaf_H"
"5726","2;4","G4","mTurquoise",132,"AT3G18480","Set6_Leaf_H"
"5727","2;4","G4","mScarlet",366,"AT3G18480","Set6_Leaf_H"
"5728","2;4","G4","YB_Ratio",18.1818181818182,"AT3G18480","Set6_Leaf_H"
"5729","2;4","G5","yfp",2249,"AT3G18480","Set6_Leaf_I"
"5730","2;4","G5","mTurquoise",73,"AT3G18480","Set6_Leaf_I"
"5731","2;4","G5","mScarlet",374,"AT3G18480","Set6_Leaf_I"
"5732","2;4","G5","YB_Ratio",30.8082191780822,"AT3G18480","Set6_Leaf_I"
"5733","2;4","G6","yfp",2385,"AT3G18480","Set6_Leaf_I"
"5734","2;4","G6","mTurquoise",114,"AT3G18480","Set6_Leaf_I"
"5735","2;4","G6","mScarlet",362,"AT3G18480","Set6_Leaf_I"
"5736","2;4","G6","YB_Ratio",20.9210526315789,"AT3G18480","Set6_Leaf_I"
"5737","2;4","H1","yfp",1696,"Null_YFP","Set6_Leaf_G"
"5738","2;4","H1","mTurquoise",128,"Null_YFP","Set6_Leaf_G"
"5739","2;4","H1","mScarlet",283,"Null_YFP","Set6_Leaf_G"
"5740","2;4","H1","YB_Ratio",13.25,"Null_YFP","Set6_Leaf_G"
"5741","2;4","H2","yfp",1907,"Null_YFP","Set6_Leaf_G"
"5742","2;4","H2","mTurquoise",271,"Null_YFP","Set6_Leaf_G"
"5743","2;4","H2","mScarlet",290,"Null_YFP","Set6_Leaf_G"
"5744","2;4","H2","YB_Ratio",7.03690036900369,"Null_YFP","Set6_Leaf_G"
"5745","2;4","H3","yfp",1839,"Null_YFP","Set6_Leaf_H"
"5746","2;4","H3","mTurquoise",302,"Null_YFP","Set6_Leaf_H"
"5747","2;4","H3","mScarlet",287,"Null_YFP","Set6_Leaf_H"
"5748","2;4","H3","YB_Ratio",6.08940397350993,"Null_YFP","Set6_Leaf_H"
"5749","2;4","H4","yfp",1747,"Null_YFP","Set6_Leaf_H"
"5750","2;4","H4","mTurquoise",244,"Null_YFP","Set6_Leaf_H"
"5751","2;4","H4","mScarlet",310,"Null_YFP","Set6_Leaf_H"
"5752","2;4","H4","YB_Ratio",7.15983606557377,"Null_YFP","Set6_Leaf_H"
"5753","2;4","H5","yfp",1906,"Null_YFP","Set6_Leaf_I"
"5754","2;4","H5","mTurquoise",306,"Null_YFP","Set6_Leaf_I"
"5755","2;4","H5","mScarlet",318,"Null_YFP","Set6_Leaf_I"
"5756","2;4","H5","YB_Ratio",6.22875816993464,"Null_YFP","Set6_Leaf_I"
"5757","2;4","H6","yfp",2052,"Null_YFP","Set6_Leaf_I"
"5758","2;4","H6","mTurquoise",230,"Null_YFP","Set6_Leaf_I"
"5759","2;4","H6","mScarlet",315,"Null_YFP","Set6_Leaf_I"
"5760","2;4","H6","YB_Ratio",8.92173913043478,"Null_YFP","Set6_Leaf_I"
"5761","3;1","A1","yfp",4882,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_G"
"5762","3;1","A1","mTurquoise",258,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_G"
"5763","3;1","A1","mScarlet",343,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_G"
"5764","3;1","A1","YB_Ratio",18.922480620155,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_G"
"5765","3;1","A2","yfp",4644,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_G"
"5766","3;1","A2","mTurquoise",204,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_G"
"5767","3;1","A2","mScarlet",341,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_G"
"5768","3;1","A2","YB_Ratio",22.7647058823529,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_G"
"5769","3;1","A3","yfp",6627,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_H"
"5770","3;1","A3","mTurquoise",159,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_H"
"5771","3;1","A3","mScarlet",354,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_H"
"5772","3;1","A3","YB_Ratio",41.6792452830189,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_H"
"5773","3;1","A4","yfp",4880,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_H"
"5774","3;1","A4","mTurquoise",363,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_H"
"5775","3;1","A4","mScarlet",390,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_H"
"5776","3;1","A4","YB_Ratio",13.4435261707989,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_H"
"5777","3;1","A5","yfp",4231,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_I"
"5778","3;1","A5","mTurquoise",254,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_I"
"5779","3;1","A5","mScarlet",310,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_I"
"5780","3;1","A5","YB_Ratio",16.6574803149606,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_I"
"5781","3;1","A6","yfp",4462,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_I"
"5782","3;1","A6","mTurquoise",304,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_I"
"5783","3;1","A6","mScarlet",308,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_I"
"5784","3;1","A6","YB_Ratio",14.6776315789474,"AT5G37830(B,E)+gRNA_r3","Set6_Leaf_I"
"5785","3;1","B1","yfp",3945,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_G"
"5786","3;1","B1","mTurquoise",337,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_G"
"5787","3;1","B1","mScarlet",318,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_G"
"5788","3;1","B1","YB_Ratio",11.7062314540059,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_G"
"5789","3;1","B2","yfp",4267,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_G"
"5790","3;1","B2","mTurquoise",362,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_G"
"5791","3;1","B2","mScarlet",295,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_G"
"5792","3;1","B2","YB_Ratio",11.7872928176796,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_G"
"5793","3;1","B3","yfp",4007,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_H"
"5794","3;1","B3","mTurquoise",681,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_H"
"5795","3;1","B3","mScarlet",391,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_H"
"5796","3;1","B3","YB_Ratio",5.88399412628488,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_H"
"5797","3;1","B4","yfp",4138,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_H"
"5798","3;1","B4","mTurquoise",403,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_H"
"5799","3;1","B4","mScarlet",321,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_H"
"5800","3;1","B4","YB_Ratio",10.2679900744417,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_H"
"5801","3;1","B5","yfp",4119,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_I"
"5802","3;1","B5","mTurquoise",365,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_I"
"5803","3;1","B5","mScarlet",343,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_I"
"5804","3;1","B5","YB_Ratio",11.2849315068493,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_I"
"5805","3;1","B6","yfp",3976,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_I"
"5806","3;1","B6","mTurquoise",164,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_I"
"5807","3;1","B6","mScarlet",313,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_I"
"5808","3;1","B6","YB_Ratio",24.2439024390244,"AT5G37830(B,E)+gRNA_B+gRNA_r7","Set6_Leaf_I"
"5809","3;1","C1","yfp",3910,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_G"
"5810","3;1","C1","mTurquoise",366,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_G"
"5811","3;1","C1","mScarlet",314,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_G"
"5812","3;1","C1","YB_Ratio",10.6830601092896,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_G"
"5813","3;1","C2","yfp",4539,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_G"
"5814","3;1","C2","mTurquoise",583,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_G"
"5815","3;1","C2","mScarlet",299,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_G"
"5816","3;1","C2","YB_Ratio",7.78559176672384,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_G"
"5817","3;1","C3","yfp",4464,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_H"
"5818","3;1","C3","mTurquoise",514,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_H"
"5819","3;1","C3","mScarlet",362,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_H"
"5820","3;1","C3","YB_Ratio",8.68482490272373,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_H"
"5821","3;1","C4","yfp",3756,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_H"
"5822","3;1","C4","mTurquoise",294,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_H"
"5823","3;1","C4","mScarlet",306,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_H"
"5824","3;1","C4","YB_Ratio",12.7755102040816,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_H"
"5825","3;1","C5","yfp",3662,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_I"
"5826","3;1","C5","mTurquoise",262,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_I"
"5827","3;1","C5","mScarlet",317,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_I"
"5828","3;1","C5","YB_Ratio",13.9770992366412,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_I"
"5829","3;1","C6","yfp",4134,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_I"
"5830","3;1","C6","mTurquoise",248,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_I"
"5831","3;1","C6","mScarlet",299,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_I"
"5832","3;1","C6","YB_Ratio",16.6693548387097,"AT5G37830(B,E)+gRNA_E+gRNA_r7","Set6_Leaf_I"
"5833","3;1","D1","yfp",3342,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_G"
"5834","3;1","D1","mTurquoise",287,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_G"
"5835","3;1","D1","mScarlet",306,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_G"
"5836","3;1","D1","YB_Ratio",11.6445993031359,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_G"
"5837","3;1","D2","yfp",3703,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_G"
"5838","3;1","D2","mTurquoise",283,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_G"
"5839","3;1","D2","mScarlet",303,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_G"
"5840","3;1","D2","YB_Ratio",13.0848056537102,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_G"
"5841","3;1","D3","yfp",3895,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_H"
"5842","3;1","D3","mTurquoise",233,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_H"
"5843","3;1","D3","mScarlet",339,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_H"
"5844","3;1","D3","YB_Ratio",16.7167381974249,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_H"
"5845","3;1","D4","yfp",4006,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_H"
"5846","3;1","D4","mTurquoise",419,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_H"
"5847","3;1","D4","mScarlet",366,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_H"
"5848","3;1","D4","YB_Ratio",9.56085918854415,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_H"
"5849","3;1","D5","yfp",3972,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_I"
"5850","3;1","D5","mTurquoise",366,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_I"
"5851","3;1","D5","mScarlet",340,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_I"
"5852","3;1","D5","YB_Ratio",10.8524590163934,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_I"
"5853","3;1","D6","yfp",3963,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_I"
"5854","3;1","D6","mTurquoise",524,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_I"
"5855","3;1","D6","mScarlet",398,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_I"
"5856","3;1","D6","YB_Ratio",7.56297709923664,"AT5G37830(B,E)+gRNA_B+gRNA_E","Set6_Leaf_I"
"5857","3;1","E1","yfp",2556,"AT3G18480(r3,r6)","Set6_Leaf_G"
"5858","3;1","E1","mTurquoise",60,"AT3G18480(r3,r6)","Set6_Leaf_G"
"5859","3;1","E1","mScarlet",384,"AT3G18480(r3,r6)","Set6_Leaf_G"
"5860","3;1","E1","YB_Ratio",42.6,"AT3G18480(r3,r6)","Set6_Leaf_G"
"5861","3;1","E2","yfp",2699,"AT3G18480(r3,r6)","Set6_Leaf_G"
"5862","3;1","E2","mTurquoise",83,"AT3G18480(r3,r6)","Set6_Leaf_G"
"5863","3;1","E2","mScarlet",393,"AT3G18480(r3,r6)","Set6_Leaf_G"
"5864","3;1","E2","YB_Ratio",32.5180722891566,"AT3G18480(r3,r6)","Set6_Leaf_G"
"5865","3;1","E3","yfp",2293,"AT3G18480(r3,r6)","Set6_Leaf_H"
"5866","3;1","E3","mTurquoise",67,"AT3G18480(r3,r6)","Set6_Leaf_H"
"5867","3;1","E3","mScarlet",333,"AT3G18480(r3,r6)","Set6_Leaf_H"
"5868","3;1","E3","YB_Ratio",34.2238805970149,"AT3G18480(r3,r6)","Set6_Leaf_H"
"5869","3;1","E4","yfp",2495,"AT3G18480(r3,r6)","Set6_Leaf_H"
"5870","3;1","E4","mTurquoise",92,"AT3G18480(r3,r6)","Set6_Leaf_H"
"5871","3;1","E4","mScarlet",390,"AT3G18480(r3,r6)","Set6_Leaf_H"
"5872","3;1","E4","YB_Ratio",27.1195652173913,"AT3G18480(r3,r6)","Set6_Leaf_H"
"5873","3;1","E5","yfp",2606,"AT3G18480(r3,r6)","Set6_Leaf_I"
"5874","3;1","E5","mTurquoise",84,"AT3G18480(r3,r6)","Set6_Leaf_I"
"5875","3;1","E5","mScarlet",382,"AT3G18480(r3,r6)","Set6_Leaf_I"
"5876","3;1","E5","YB_Ratio",31.0238095238095,"AT3G18480(r3,r6)","Set6_Leaf_I"
"5877","3;1","E6","yfp",2368,"AT3G18480(r3,r6)","Set6_Leaf_I"
"5878","3;1","E6","mTurquoise",73,"AT3G18480(r3,r6)","Set6_Leaf_I"
"5879","3;1","E6","mScarlet",319,"AT3G18480(r3,r6)","Set6_Leaf_I"
"5880","3;1","E6","YB_Ratio",32.4383561643836,"AT3G18480(r3,r6)","Set6_Leaf_I"
"5881","3;1","F1","yfp",3053,"AT3G08530(r7,r5)","Set6_Leaf_G"
"5882","3;1","F1","mTurquoise",82,"AT3G08530(r7,r5)","Set6_Leaf_G"
"5883","3;1","F1","mScarlet",544,"AT3G08530(r7,r5)","Set6_Leaf_G"
"5884","3;1","F1","YB_Ratio",37.2317073170732,"AT3G08530(r7,r5)","Set6_Leaf_G"
"5885","3;1","F2","yfp",2782,"AT3G08530(r7,r5)","Set6_Leaf_G"
"5886","3;1","F2","mTurquoise",77,"AT3G08530(r7,r5)","Set6_Leaf_G"
"5887","3;1","F2","mScarlet",512,"AT3G08530(r7,r5)","Set6_Leaf_G"
"5888","3;1","F2","YB_Ratio",36.1298701298701,"AT3G08530(r7,r5)","Set6_Leaf_G"
"5889","3;1","F3","yfp",2436,"AT3G08530(r7,r5)","Set6_Leaf_H"
"5890","3;1","F3","mTurquoise",68,"AT3G08530(r7,r5)","Set6_Leaf_H"
"5891","3;1","F3","mScarlet",412,"AT3G08530(r7,r5)","Set6_Leaf_H"
"5892","3;1","F3","YB_Ratio",35.8235294117647,"AT3G08530(r7,r5)","Set6_Leaf_H"
"5893","3;1","F4","yfp",2095,"AT3G08530(r7,r5)","Set6_Leaf_H"
"5894","3;1","F4","mTurquoise",54,"AT3G08530(r7,r5)","Set6_Leaf_H"
"5895","3;1","F4","mScarlet",319,"AT3G08530(r7,r5)","Set6_Leaf_H"
"5896","3;1","F4","YB_Ratio",38.7962962962963,"AT3G08530(r7,r5)","Set6_Leaf_H"
"5897","3;1","F5","yfp",2351,"AT3G08530(r7,r5)","Set6_Leaf_I"
"5898","3;1","F5","mTurquoise",64,"AT3G08530(r7,r5)","Set6_Leaf_I"
"5899","3;1","F5","mScarlet",438,"AT3G08530(r7,r5)","Set6_Leaf_I"
"5900","3;1","F5","YB_Ratio",36.734375,"AT3G08530(r7,r5)","Set6_Leaf_I"
"5901","3;1","F6","yfp",2521,"AT3G08530(r7,r5)","Set6_Leaf_I"
"5902","3;1","F6","mTurquoise",67,"AT3G08530(r7,r5)","Set6_Leaf_I"
"5903","3;1","F6","mScarlet",450,"AT3G08530(r7,r5)","Set6_Leaf_I"
"5904","3;1","F6","YB_Ratio",37.6268656716418,"AT3G08530(r7,r5)","Set6_Leaf_I"
"5905","3;1","G1","yfp",2403,"AT3G18480","Set6_Leaf_G"
"5906","3;1","G1","mTurquoise",95,"AT3G18480","Set6_Leaf_G"
"5907","3;1","G1","mScarlet",366,"AT3G18480","Set6_Leaf_G"
"5908","3;1","G1","YB_Ratio",25.2947368421053,"AT3G18480","Set6_Leaf_G"
"5909","3;1","G2","yfp",2426,"AT3G18480","Set6_Leaf_G"
"5910","3;1","G2","mTurquoise",111,"AT3G18480","Set6_Leaf_G"
"5911","3;1","G2","mScarlet",418,"AT3G18480","Set6_Leaf_G"
"5912","3;1","G2","YB_Ratio",21.8558558558559,"AT3G18480","Set6_Leaf_G"
"5913","3;1","G3","yfp",2477,"AT3G18480","Set6_Leaf_H"
"5914","3;1","G3","mTurquoise",103,"AT3G18480","Set6_Leaf_H"
"5915","3;1","G3","mScarlet",436,"AT3G18480","Set6_Leaf_H"
"5916","3;1","G3","YB_Ratio",24.0485436893204,"AT3G18480","Set6_Leaf_H"
"5917","3;1","G4","yfp",2379,"AT3G18480","Set6_Leaf_H"
"5918","3;1","G4","mTurquoise",93,"AT3G18480","Set6_Leaf_H"
"5919","3;1","G4","mScarlet",354,"AT3G18480","Set6_Leaf_H"
"5920","3;1","G4","YB_Ratio",25.5806451612903,"AT3G18480","Set6_Leaf_H"
"5921","3;1","G5","yfp",2223,"AT3G18480","Set6_Leaf_I"
"5922","3;1","G5","mTurquoise",88,"AT3G18480","Set6_Leaf_I"
"5923","3;1","G5","mScarlet",331,"AT3G18480","Set6_Leaf_I"
"5924","3;1","G5","YB_Ratio",25.2613636363636,"AT3G18480","Set6_Leaf_I"
"5925","3;1","G6","yfp",2461,"AT3G18480","Set6_Leaf_I"
"5926","3;1","G6","mTurquoise",105,"AT3G18480","Set6_Leaf_I"
"5927","3;1","G6","mScarlet",365,"AT3G18480","Set6_Leaf_I"
"5928","3;1","G6","YB_Ratio",23.4380952380952,"AT3G18480","Set6_Leaf_I"
"5929","3;1","H1","yfp",1968,"Null_YFP","Set6_Leaf_G"
"5930","3;1","H1","mTurquoise",228,"Null_YFP","Set6_Leaf_G"
"5931","3;1","H1","mScarlet",322,"Null_YFP","Set6_Leaf_G"
"5932","3;1","H1","YB_Ratio",8.63157894736842,"Null_YFP","Set6_Leaf_G"
"5933","3;1","H2","yfp",2057,"Null_YFP","Set6_Leaf_G"
"5934","3;1","H2","mTurquoise",377,"Null_YFP","Set6_Leaf_G"
"5935","3;1","H2","mScarlet",317,"Null_YFP","Set6_Leaf_G"
"5936","3;1","H2","YB_Ratio",5.45623342175066,"Null_YFP","Set6_Leaf_G"
"5937","3;1","H3","yfp",1894,"Null_YFP","Set6_Leaf_H"
"5938","3;1","H3","mTurquoise",361,"Null_YFP","Set6_Leaf_H"
"5939","3;1","H3","mScarlet",292,"Null_YFP","Set6_Leaf_H"
"5940","3;1","H3","YB_Ratio",5.24653739612188,"Null_YFP","Set6_Leaf_H"
"5941","3;1","H4","yfp",1910,"Null_YFP","Set6_Leaf_H"
"5942","3;1","H4","mTurquoise",238,"Null_YFP","Set6_Leaf_H"
"5943","3;1","H4","mScarlet",305,"Null_YFP","Set6_Leaf_H"
